Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
TEL,TE Connectivity Ltd.,"0,0698%",Electronic Components,CH,"3.791.152,50 USD",25.325
SIKA,Sika AG,"0,0694%",Building Materials: Other,CH,"3.768.237,32 USD",12.457
ROST,Ross Stores Inc.,"0,0693%",Apparel Retailers,US,"3.763.457,28 USD",26.928
BAS,Basf Se,"0,069%",Chemicals: Diversified,DE,"3.745.673,80 USD",71.273
MQG,Macquarie Group Ltd.,"0,0689%",Investment Services,AU,"3.742.433,35 USD",29.470
DXCM,Dexcom Inc.,"0,0689%",Medical Equipment,US,"3.739.948,53 USD",31.489
D,Dominion Energy Inc.,"0,0681%",Conventional Electricity,US,"3.700.529,60 USD",68.630
BK,Bank of New York Mellon Corp.,"0,068%",Investment Services,US,"3.695.760,39 USD",61.999
URI,United Rentals Inc.,"0,0677%",Commercial Vehicle-Equipment Leasing,US,"3.676.399,72 USD",5.492
MET,MetLife Inc.,"0,0675%",Life Insurance,US,"3.665.540,50 USD",50.650
FIS,Fidelity National Information Services Inc.,"0,0672%",Transaction Processing Services,US,"3.651.573,24 USD",48.123
CPRT,Copart Inc.,"0,0672%",Consumer Services: Misc.,US,"3.649.785,16 USD",68.786
HOLN,Holcim AG,"0,0672%",Cement,CH,"3.648.601,63 USD",41.782
LLOY,Lloyds Banking Group plc,"0,0671%",Banks,GB,"3.645.791,95 USD",5.157.578
KMB,Kimberly-Clark Corp.,"0,067%",Personal Products,US,"3.640.956,20 USD",27.314
CM,Canadian Imperial Bank of Commerce,"0,0668%",Banks,CA,"3.627.600,60 USD",73.172
CCI,Crown Castle Inc.,"0,0667%",Infrastructure REITs,US,"3.623.682,50 USD",35.353
O,Realty Income Corp.,"0,0666%",Retail REITs,US,"3.618.585,88 USD",68.198
DHI,DR Horton Inc.,"0,0666%",Home Construction,US,"3.615.335,80 USD",24.461
ALC,Alcon Inc.,"0,0658%",Medical Supplies,CH,"3.574.535,57 USD",40.139
DLR,Digital Realty Trust Inc.,"0,0657%",Other Specialty REITs,US,"3.569.986,42 USD",24.563
ALL,Allstate Corp.,"0,0657%",Property and Casualty Insurance,US,"3.568.846,08 USD",21.304
HUM,Humana Inc.,"0,0653%",Health Care Management Services,US,"3.549.327,32 USD",9.911
PRU,Prudential Financial Inc.,"0,0649%",Life Insurance,US,"3.523.727,65 USD",29.279
ATD,Alimentation Couche-Tard Inc.,"0,0646%",Specialty Retailers,CA,"3.508.159,96 USD",60.115
PSA,Public Storage,"0,0645%",Storage REITs,US,"3.503.654,85 USD",12.795
OXY,Occidental Petroleum Corp.,"0,0644%",Oil: Crude Producers,US,"3.495.750,00 USD",55.932
AMP,Ameriprise Financial Inc.,"0,0642%",Asset Managers and Custodians,US,"3.488.077,29 USD",7.989
ADSK,Autodesk Inc.,"0,064%",Software,US,"3.474.172,80 USD",17.233
9433,KDDI Corp.,"0,0639%",Telecommunications Services,JP,"3.471.918,29 USD",125.800
LHX,L3Harris Technologies Inc.,"0,0637%",Defense,US,"3.457.660,57 USD",15.379
SNOW,Snowflake Inc. Class A,"0,0634%",Computer Services,US,"3.444.128,38 USD",25.291
WCN,Waste Connections Inc.,"0,0632%",Waste and Disposal Services,CA,"3.433.444,61 USD",20.911
388,Hong Kong Exchanges & Clearing Ltd.,"0,063%",Investment Services,HK,"3.422.999,10 USD",101.900
HES,Hess Corp.,"0,063%",Offshore Drilling and Other Services,US,"3.422.561,00 USD",22.210
7741,Hoya Corp.,"0,063%",Medical Supplies,JP,"3.420.357,00 USD",28.200
FERGl,Ferguson plc,"0,063%",Industrial Suppliers,JE,"3.420.203,44 USD",16.895
BARC,Barclays plc,"0,0628%",Banks,GB,"3.409.840,36 USD",1.217.348
ADS,adidas AG,"0,0627%",Footwear,DE,"3.405.839,82 USD",13.552
WDAY,Workday Inc. Class A,"0,0626%",Software,US,"3.401.596,15 USD",16.087
DHL,DHL Group,"0,0624%",Delivery Services,DE,"3.386.838,22 USD",80.698
NUE,Nucor Corp.,"0,0618%",Iron and Steel,US,"3.356.738,00 USD",19.880
EXPN,Experian plc,"0,0617%",Professional Business Support Services,JE,"3.351.511,16 USD",72.979
NG.,National Grid plc,"0,0615%",Multi-Utilities,GB,"3.337.912,92 USD",297.107
SPOT,Spotify Technology SA,"0,0614%",Radio and TV Broadcasters,LU,"3.333.136,18 USD",11.231
PLTR,Palantir Technologies Inc. Class A,"0,0613%",Software,US,"3.329.375,92 USD",153.569
IDXX,IDEXX Laboratories Inc.,"0,0612%",Medical Equipment,US,"3.323.601,60 USD",6.688
GMG,Goodman Group,"0,0612%",Diversified REITs,AU,"3.323.139,23 USD",149.070
TTD,Trade Desk Inc. Class A,"0,0611%",Media Agencies,US,"3.318.462,26 USD",35.767
NDA FI,Nordea Bank Abp,"0,0611%",Banks,FI,"3.318.228,79 USD",270.614
DOW,Dow Inc.,"0,061%",Chemicals: Diversified,US,"3.315.396,27 USD",57.529
INVE B,Investor AB Class B,"0,061%",Diversified Financial Services,SE,"3.314.547,71 USD",122.573
OTIS,Otis Worldwide Corp.,"0,061%",Machinery: Industrial,US,"3.313.180,80 USD",33.399
STZ,Constellation Brands Inc. Class A,"0,0605%",Brewers,US,"3.285.019,44 USD",13.128
GWW,WW Grainger Inc.,"0,06%",Industrial Suppliers,US,"3.258.282,56 USD",3.536
6367,Daikin Industries Ltd.,"0,0598%",Building: Climate Control,JP,"3.248.759,11 USD",22.250
IQV,IQVIA Holdings Inc.,"0,0597%",Health Care Services,US,"3.244.284,72 USD",14.808
RKT,Reckitt Benckiser Group plc,"0,0597%",Nondurable Household Products,GB,"3.241.976,33 USD",57.195
4502,Takeda Pharmaceutical Co. Ltd.,"0,0596%",Pharmaceuticals,JP,"3.237.065,77 USD",121.900
PWR,Quanta Services Inc.,"0,0595%",Engineering and Contracting Services,US,"3.231.533,34 USD",11.711
CTVA,Corteva Inc.,"0,0592%","Farming, Fishing, Ranching and Plantatio",US,"3.215.599,02 USD",57.483
TRP,TC Energy Corp.,"0,0589%",Pipelines,CA,"3.198.596,90 USD",82.956
AME,AMETEK Inc.,"0,0587%",Electronic Equipment: Gauges and Meters,US,"3.189.799,80 USD",18.810
BN,Danone SA,"0,0586%",Food Products,FR,"3.181.179,16 USD",49.566
AAL,Anglo American plc,"0,0585%",General Mining,GB,"3.175.930,70 USD",99.242
COIN,Coinbase Global Inc. Class A,"0,0585%",Investment Services,US,"3.175.757,44 USD",14.057
SGO,Cie de Saint-Gobain SA,"0,0585%",Building Materials: Other,FR,"3.175.176,16 USD",36.297
GIS,General Mills Inc.,"0,0582%",Food Products,US,"3.158.718,75 USD",45.945
LONN,Lonza Group AG,"0,0581%",Biotechnology,CH,"3.154.065,29 USD",5.850
WKL,Wolters Kluwer NV,"0,0581%",Publishing,NL,"3.153.438,31 USD",19.889
PAYX,Paychex Inc.,"0,058%",Professional Business Support Services,US,"3.152.998,40 USD",26.240
MNST,Monster Beverage Corp.,"0,0579%",Soft Drinks,US,"3.146.248,16 USD",60.598
YUM,Yum! Brands Inc.,"0,0578%",Restaurants and Bars,US,"3.139.176,06 USD",22.842
CMI,Cummins Inc.,"0,0576%",Machinery: Engines,US,"3.130.583,76 USD",11.112
FAST,Fastenal Co.,"0,0572%",Metal Fabricating,US,"3.105.150,76 USD",47.062
A,Agilent Technologies Inc.,"0,0571%",Medical Equipment,US,"3.100.758,57 USD",23.777
COR,Cencora Inc.,"0,057%",Drug Retailers,US,"3.095.625,91 USD",13.663
PCG,PG&E Corp.,"0,0569%",Conventional Electricity,US,"3.090.154,50 USD",166.675
MSCI,MSCI Inc. Class A,"0,0569%",Financial Data Providers,US,"3.088.437,66 USD",6.237
RSG,Republic Services Inc. Class A,"0,0567%",Waste and Disposal Services,US,"3.081.191,22 USD",16.638
FTNT,Fortinet Inc.,"0,0566%",Software,US,"3.072.776,00 USD",51.800
LNG,Cheniere Energy Inc.,"0,0565%",Pipelines,US,"3.068.068,76 USD",19.444
CNC,Centene Corp.,"0,0565%",Health Care Management Services,US,"3.066.486,06 USD",42.834
KMI,Kinder Morgan Inc.,"0,0562%",Pipelines,US,"3.053.069,52 USD",156.648
IR,Ingersoll Rand Inc.,"0,0561%",Machinery: Industrial,US,"3.045.340,40 USD",32.728
9983,Fast Retailing Co. Ltd.,"0,0561%",Apparel Retailers,JP,"3.044.952,11 USD",11.900
PEG,Public Service Enterprise Group Inc.,"0,0561%",Conventional Electricity,US,"3.044.794,40 USD",40.190
ADYEN,Adyen NV,"0,0557%",Transaction Processing Services,NL,"3.027.759,22 USD",2.354
GIVN,Givaudan SA,"0,0557%",Specialty Chemicals,CH,"3.024.583,49 USD",644
005935,Samsung Electronics Co. Ltd. Preference Shares,"0,0556%",Telecommunications Equipment,KR,"3.019.202,77 USD",69.324
EXC,Exelon Corp.,"0,0555%",Conventional Electricity,US,"3.016.016,00 USD",80.320
O39,Oversea-Chinese Banking Corp. Ltd.,"0,055%",Banks,SG,"2.988.521,12 USD",278.400
SYY,Sysco Corp.,"0,0549%",Food Retailers and Wholesalers,US,"2.981.032,34 USD",40.937
DB1,Deutsche Boerse AG,"0,0548%",Investment Services,DE,"2.976.159,46 USD",14.989
SREN,Swiss Re AG,"0,0548%",Reinsurance,CH,"2.974.457,13 USD",23.395
VRSK,Verisk Analytics Inc. Class A,"0,0544%",Professional Business Support Services,US,"2.952.975,96 USD",11.682
ACGL,Arch Capital Group Ltd.,"0,0541%",Full Line Insurance,BM,"2.939.117,94 USD",28.638
EA,Electronic Arts Inc.,"0,0537%",Electronic Entertainment,US,"2.917.114,64 USD",21.953
LEN,Lennar Corp. Class A,"0,0537%",Home Construction,US,"2.916.766,50 USD",18.190
MLM,Martin Marietta Materials Inc.,"0,0527%",Building Materials: Other,US,"2.864.976,64 USD",5.008
VST,Vistra Corp.,"0,0526%",Conventional Electricity,US,"2.858.160,76 USD",28.847
III,3i Group plc,"0,0526%",Asset Managers and Custodians,GB,"2.856.939,62 USD",78.376
FANG,Diamondback Energy Inc.,"0,0526%",Oil: Crude Producers,US,"2.856.790,62 USD",14.337
DD,DuPont de Nemours Inc.,"0,0526%",Diversified Industrials,US,"2.856.045,92 USD",34.762
WDS,Woodside Energy Group Ltd.,"0,0524%",Oil: Crude Producers,AU,"2.848.391,71 USD",154.620
LULU,Lululemon Athletica Inc.,"0,0524%",Clothing and Accessories,US,"2.847.220,74 USD",9.126
ENI,Eni SPA,"0,0523%",Integrated Oil and Gas,IT,"2.838.866,14 USD",180.396
ODFL,Old Dominion Freight Line Inc.,"0,0518%",Trucking,US,"2.814.690,25 USD",16.061
KR,Kroger Co.,"0,0516%",Food Retailers and Wholesalers,US,"2.804.622,98 USD",53.554
MPWR,Monolithic Power Systems Inc.,"0,0513%",Semiconductors,US,"2.785.095,18 USD",3.786
VMC,Vulcan Materials Co.,"0,051%",Building Materials: Other,US,"2.772.802,57 USD",10.841
DASH,DoorDash Inc. Class A,"0,051%",Consumer Digital Services,US,"2.771.909,14 USD",25.174
RCL,Royal Caribbean Cruises Ltd.,"0,0509%",Travel and Tourism,LR,"2.765.603,36 USD",18.727
SQ,Block Inc.,"0,0507%",Transaction Processing Services,US,"2.756.465,28 USD",43.016
FLTR,Flutter Entertainment plc,"0,0505%",Casinos and Gambling,IE,"2.743.539,67 USD",14.462
ADM,Archer-Daniels-Midland Co.,"0,0502%",Fruit and Grain Processing,US,"2.726.380,16 USD",43.664
CTSH,Cognizant Technology Solutions Corp. Class A,"0,0501%",Computer Services,US,"2.722.270,95 USD",41.153
6902,Denso Corp.,"0,05%",Auto Parts,JP,"2.715.424,61 USD",167.800
2914,Japan Tobacco Inc.,"0,05%",Tobacco,JP,"2.714.064,08 USD",95.800
XYL,Xylem Inc./NY,"0,0496%",Electronic Equipment: Pollution Control,US,"2.692.353,84 USD",19.092
9434,SoftBank Corp.,"0,0495%",Telecommunications Services,JP,"2.688.574,97 USD",223.839
6503,Mitsubishi Electric Corp.,"0,0495%",Diversified Industrials,JP,"2.687.524,26 USD",154.700
DBK,Deutsche Bank AG,"0,0493%",Banks,DE,"2.676.977,09 USD",161.953
KDP,Keurig Dr Pepper Inc.,"0,0491%",Soft Drinks,US,"2.665.026,75 USD",77.811
BKR,Baker Hughes Co. Class A,"0,049%",Oil Equipment and Services,US,"2.663.869,68 USD",79.566
ED,Consolidated Edison Inc.,"0,0488%",Conventional Electricity,US,"2.649.669,20 USD",28.024
HAL,Halliburton Co.,"0,0488%",Oil Equipment and Services,US,"2.648.125,20 USD",72.156
BIIB,Biogen Inc.,"0,0485%",Biotechnology,US,"2.634.722,22 USD",11.713
GEHC,GE HealthCare Technologies Inc.,"0,0485%",Medical Equipment,US,"2.631.798,00 USD",33.741
CAP,Capgemini SE,"0,048%",Computer Services,FR,"2.607.649,39 USD",12.942
ASM,ASM International NV,"0,0479%",Production Technology Equipment,NL,"2.604.169,17 USD",3.747
6146,Disco Corp.,"0,0475%",Production Technology Equipment,JP,"2.582.544,78 USD",6.600
DVN,Devon Energy Corp.,"0,0474%",Oil: Crude Producers,US,"2.575.227,60 USD",52.470
HWM,Howmet Aerospace Inc.,"0,0472%",Aerospace,US,"2.565.487,55 USD",30.307
AMS,Amadeus IT Group SA,"0,0472%",Computer Services,ES,"2.564.799,15 USD",36.158
G,Assicurazioni Generali SPA,"0,047%",Full Line Insurance,IT,"2.555.610,94 USD",99.750
IT,Gartner Inc.,"0,0467%",Computer Services,US,"2.538.583,83 USD",6.049
HPQ,HP Inc.,"0,0466%",Computer Hardware,US,"2.532.187,50 USD",69.375
6981,Murata Manufacturing Co. Ltd.,"0,0466%",Electronic Components,JP,"2.531.468,71 USD",134.100
RIO,Rio Tinto Ltd.,"0,0466%",General Mining,AU,"2.530.148,65 USD",29.501
CSGP,CoStar Group Inc.,"0,0466%",Real Estate Services,US,"2.529.893,88 USD",32.364
AEM,Agnico Eagle Mines Ltd.,"0,0466%",Gold Mining,CA,"2.528.670,95 USD",37.084
ON,ON Semiconductor Corp.,"0,0465%",Semiconductors,US,"2.527.841,36 USD",34.609
AHT,Ashtead Group plc,"0,0465%",Commercial Vehicle-Equipment Leasing,GB,"2.525.561,63 USD",34.874
XEL,Xcel Energy Inc.,"0,0464%",Conventional Electricity,US,"2.522.198,70 USD",45.486
8002,Marubeni Corp.,"0,0464%",Industrial Suppliers,JP,"2.521.683,80 USD",129.500
FICO,Fair Isaac Corp.,"0,0464%",Professional Business Support Services,US,"2.517.943,36 USD",1.952
NEM,Newmont Corp.,"0,0459%",Gold Mining,US,"2.490.648,84 USD",59.386
HIG,Hartford Financial Services Group Inc.,"0,0457%",Full Line Insurance,US,"2.482.903,45 USD",24.001
BAYN,Bayer AG,"0,0455%",Pharmaceuticals,DE,"2.473.526,46 USD",80.683
DFS,Discover Financial Services,"0,0455%",Banks,US,"2.469.391,12 USD",20.132
TSCO,Tractor Supply Co.,"0,0454%",Specialty Retailers,US,"2.466.902,63 USD",8.647
WAB,Wabtec Corp.,"0,0453%",Railroad Equipment,US,"2.460.604,20 USD",14.540
DDOG,Datadog Inc. Class A,"0,0453%",Software,US,"2.459.437,96 USD",22.322
PPG,PPG Industries Inc.,"0,0453%",Paints and Coatings,US,"2.458.812,51 USD",18.711
MTD,Mettler-Toledo International Inc.,"0,0453%",Electronic Equipment: Gauges and Meters,US,"2.458.561,59 USD",1.751
HSY,Hershey Co.,"0,0452%",Food Products,US,"2.453.883,32 USD",12.404
4661,Oriental Land Co. Ltd./Japan,"0,0451%",Recreational Services,JP,"2.451.103,12 USD",87.800
IFC,Intact Financial Corp.,"0,045%",Property and Casualty Insurance,CA,"2.442.921,26 USD",14.603
CDW,CDW Corp./DE,"0,0447%",Computer Hardware,US,"2.430.525,78 USD",10.869
BMW,Bayerische Motoren Werke AG,"0,0446%",Automobiles,DE,"2.424.815,44 USD",23.971
EXR,Extra Space Storage Inc.,"0,0446%",Other Specialty REITs,US,"2.421.278,25 USD",16.725
EOAN,E.On Se,"0,0446%",Multi-Utilities,DE,"2.421.260,04 USD",181.624
RMD,ResMed Inc.,"0,0446%",Medical Equipment,US,"2.420.663,56 USD",11.732
DG,Dollar General Corp.,"0,0445%",Diversified Retailers,US,"2.417.282,96 USD",17.656
SLF,Sun Life Financial Inc.,"0,0443%",Life Insurance,CA,"2.407.474,61 USD",48.042
3382,Seven & i Holdings Co. Ltd.,"0,0443%",Food Retailers and Wholesalers,JP,"2.405.543,92 USD",186.400
RI,Pernod Ricard SA,"0,0441%",Distillers and Vintners,FR,"2.393.187,97 USD",16.097
ABX,Barrick Gold Corp.,"0,044%",Gold Mining,CA,"2.391.109,38 USD",140.191
PGHN,Partners Group Holding AG,"0,044%",Asset Managers and Custodians,CH,"2.390.210,05 USD",1.788
NTR,Nutrien Ltd.,"0,0438%",Fertilizers,CA,"2.380.075,02 USD",40.621
VOLV B,Volvo AB Class B,"0,0438%",Commercial Vehicles and Parts,SE,"2.379.860,99 USD",88.757
AD,Koninklijke Ahold Delhaize NV,"0,0437%",Food Retailers and Wholesalers,NL,"2.372.556,03 USD",76.576
ROK,Rockwell Automation Inc.,"0,0436%",Electronic Equipment: Control and Filter,US,"2.370.563,65 USD",9.205
CHTR,Charter Communications Inc. Class A,"0,0436%",Cable Television Services,US,"2.370.462,72 USD",8.256
8053,Sumitomo Corp.,"0,0433%",Industrial Suppliers,JP,"2.352.849,92 USD",90.600
VICI,VICI Properties Inc. Class A,"0,0432%",Hotel and Lodging REITs,US,"2.348.937,36 USD",81.816
VWS,Vestas Wind Systems A/S,"0,0431%",Renewable Energy Equipment,DK,"2.339.759,14 USD",83.359
FSLR,First Solar Inc.,"0,043%",Renewable Energy Equipment,US,"2.336.048,96 USD",8.596
EIX,Edison International,"0,043%",Conventional Electricity,US,"2.335.087,25 USD",30.385
EFX,Equifax Inc.,"0,0428%",Professional Business Support Services,US,"2.322.924,21 USD",10.039
NA,National Bank of Canada,"0,0428%",Banks,CA,"2.322.194,37 USD",27.174
U11,United Overseas Bank Ltd.,"0,0426%",Banks,SG,"2.316.596,14 USD",101.700
ASSA B,Assa Abloy AB Class B,"0,0426%",Building Materials: Other,SE,"2.314.953,49 USD",79.254
8725,MS&AD Insurance Group Holdings Inc.,"0,0423%",Property and Casualty Insurance,JP,"2.296.668,68 USD",110.000
GLW,Corning Inc.,"0,0423%",Electronic Components,US,"2.296.259,28 USD",61.628
EL,Estee Lauder Cos. Inc. Class A,"0,0422%",Cosmetics,US,"2.293.509,12 USD",18.592
KHC,Kraft Heinz Co.,"0,0419%",Food Products,US,"2.275.599,69 USD",64.337
,L'Oreal SA,"0,0418%",Cosmetics,FR,"2.272.893,67 USD",4.631
6723,Renesas Electronics Corp.,"0,0418%",Semiconductors,JP,"2.271.712,37 USD",121.590
ANSS,ANSYS Inc.,"0,0418%",Software,US,"2.271.037,30 USD",7.154
EBAY,eBay Inc.,"0,0417%",Consumer Services: Misc.,US,"2.262.600,60 USD",41.730
HUBS,HubSpot Inc.,"0,0416%",Software,US,"2.261.496,05 USD",3.701
HLN,Haleon plc,"0,0416%",Pharmaceuticals,GB,"2.257.757,50 USD",545.461
ML,Cie Generale des Etablissements Michelin SCA,"0,0413%",Tires,FR,"2.242.430,87 USD",55.602
7751,Canon Inc.,"0,0411%",Electronic Office Equipment,JP,"2.233.346,27 USD",77.100
9432,Nippon Telegraph & Telephone Corp.,"0,0411%",Telecommunications Services,JP,"2.232.860,28 USD",2.274.030
CVE,Cenovus Energy Inc.,"0,0411%",Integrated Oil and Gas,CA,"2.230.762,83 USD",107.035
RWE,Rwe AG,"0,041%",Multi-Utilities,DE,"2.227.128,53 USD",58.884
DSY,Dassault Systemes SE,"0,041%",Software,FR,"2.227.017,98 USD",55.339
NU,NU Holdings Ltd./Cayman Islands Class A,"0,0409%",Consumer Lending,KY,"2.223.472,68 USD",187.161
STMPA,STMicroelectronics NV,"0,0409%",Semiconductors,NL,"2.219.192,03 USD",54.001
HEIA,Heineken NV,"0,0407%",Brewers,NL,"2.209.948,61 USD",22.156
TSCO,Tesco plc,"0,0403%",Food Retailers and Wholesalers,GB,"2.188.741,15 USD",552.761
TTWO,Take-Two Interactive Software Inc.,"0,0403%",Electronic Entertainment,US,"2.186.989,68 USD",13.638
TRI,Thomson Reuters Corp.,"0,04%",Financial Data Providers,CA,"2.174.116,89 USD",12.636
FMG,Fortescue Ltd.,"0,0399%",Iron and Steel,AU,"2.167.282,80 USD",131.723
AVB,AvalonBay Communities Inc.,"0,0398%",Residential REITs,US,"2.162.833,00 USD",11.225
GPN,Global Payments Inc.,"0,0398%",Transaction Processing Services,US,"2.159.321,85 USD",21.201
6273,SMC Corp.,"0,0397%",Machinery: Industrial,JP,"2.156.498,78 USD",4.300
LR,Legrand SA,"0,0396%",Electrical Components,FR,"2.149.830,27 USD",19.983
TRGP,Targa Resources Corp.,"0,0394%",Pipelines,US,"2.139.963,00 USD",18.100
CBRE,CBRE Group Inc. Class A,"0,0393%",Real Estate Services,US,"2.134.464,52 USD",24.236
6301,Komatsu Ltd.,"0,0393%",Machinery: Construction and Handling,JP,"2.132.561,01 USD",72.900
ICLR,ICON plc,"0,0392%",Medical Services,IE,"2.130.819,20 USD",6.560
DSV,DSV A/S,"0,0392%",Transportation Services,DK,"2.129.415,34 USD",13.881
6702,Fujitsu Ltd.,"0,0391%",Computer Services,JP,"2.124.936,84 USD",147.200
6954,FANUC Corp.,"0,0391%",Machinery: Industrial,JP,"2.121.888,70 USD",75.800
WTW,Willis Towers Watson plc,"0,0389%",Insurance Brokers,IE,"2.111.758,88 USD",8.272
DOL,Dollarama Inc.,"0,0388%",Diversified Retailers,CA,"2.109.102,45 USD",22.287
6594,NIDEC Corp.,"0,0387%",Electrical Components,JP,"2.101.182,35 USD",42.100
PRU,Prudential plc,"0,0387%",Life Insurance,GB,"2.099.766,72 USD",220.777
FTV,Fortive Corp.,"0,0386%",Diversified Industrials,US,"2.097.570,32 USD",28.178
GRMN,Garmin Ltd.,"0,0384%",Consumer Electronics,CH,"2.088.104,40 USD",12.744
CHD,Church & Dwight Co. Inc.,"0,0384%",Nondurable Household Products,US,"2.084.982,84 USD",19.484
PHM,PulteGroup Inc.,"0,0383%",Home Construction,US,"2.081.960,72 USD",17.746
VEEV,Veeva Systems Inc. Class A,"0,0383%",Health Care Services,US,"2.081.939,00 USD",11.948
DOV,Dover Corp.,"0,038%",Diversified Industrials,US,"2.063.195,68 USD",11.224
8591,ORIX Corp.,"0,038%",Diversified Financial Services,JP,"2.062.561,33 USD",94.800
WOW,Woolworths Group Ltd.,"0,0379%",Food Retailers and Wholesalers,AU,"2.059.001,35 USD",97.975
LYB,LyondellBasell Industries NV Class A,"0,0379%",Specialty Chemicals,NL,"2.058.391,68 USD",20.704
TROW,T. Rowe Price Group Inc.,"0,0379%",Asset Managers and Custodians,US,"2.058.018,78 USD",17.466
WEC,WEC Energy Group Inc.,"0,0378%",Multi-Utilities,US,"2.055.406,98 USD",25.366
8801,Mitsui Fudosan Co. Ltd.,"0,0375%",Real Estate Holding and Development,JP,"2.038.672,56 USD",222.400
AWK,American Water Works Co. Inc.,"0,0375%",Water,US,"2.034.519,66 USD",15.558
TCL,Transurban Group,"0,0374%",Transportation Services,AU,"2.032.645,85 USD",244.315
FITB,Fifth Third Bancorp,"0,0374%",Banks,US,"2.029.436,28 USD",54.234
WPM,Wheaton Precious Metals Corp.,"0,0373%",Gold Mining,CA,"2.024.856,95 USD",36.975
VOW3,Volkswagen AG Preference Shares,"0,0373%",Automobiles,DE,"2.024.844,82 USD",16.219
ATCO B,Atlas Copco AB Class B,"0,0372%",Machinery: Construction and Handling,SE,"2.022.128,56 USD",122.754
CPNG,Coupang Inc.,"0,0372%",Diversified Retailers,US,"2.021.244,90 USD",88.885
RHM,Rheinmetall AG,"0,0372%",Defense,DE,"2.019.753,35 USD",3.525
CAH,Cardinal Health Inc.,"0,0372%",Pharmaceuticals,US,"2.019.449,61 USD",20.343
PUB,Publicis Groupe SA,"0,0371%",Media Agencies,FR,"2.016.829,40 USD",18.072
MTB,M&T Bank Corp.,"0,0371%",Banks,US,"2.015.673,60 USD",13.296
7011,Mitsubishi Heavy Industries Ltd.,"0,037%",Machinery: Industrial,JP,"2.010.062,04 USD",230.900
TEAM,Atlassian Corp. Class A,"0,0369%",Software,US,"2.004.357,08 USD",12.778
6857,Advantest Corp.,"0,0369%",Production Technology Equipment,JP,"2.004.094,23 USD",59.276
8750,Dai-ichi Life Holdings Inc.,"0,0369%",Life Insurance,JP,"2.002.504,69 USD",74.800
KER,Kering SA,"0,0367%",Clothing and Accessories,FR,"1.995.177,33 USD",5.794
EQNR,Equinor ASA,"0,0367%",Integrated Oil and Gas,NO,"1.993.468,23 USD",69.125
WST,West Pharmaceutical Services Inc.,"0,0366%",Medical Supplies,US,"1.986.802,95 USD",5.995
IFF,International Flavors & Fragrances Inc.,"0,0365%",Specialty Chemicals,US,"1.985.251,38 USD",20.641
NTAP,NetApp Inc.,"0,0363%",Computer Hardware,US,"1.970.957,38 USD",16.366
4901,FUJIFILM Holdings Corp.,"0,0363%",Electronic Office Equipment,JP,"1.970.049,95 USD",86.500
WDC,Western Digital Corp.,"0,0362%",Computer Hardware,US,"1.966.348,93 USD",26.117
ETR,Entergy Corp.,"0,0361%",Conventional Electricity,US,"1.962.725,52 USD",17.448
4543,Terumo Corp.,"0,0361%",Medical Equipment,JP,"1.959.025,10 USD",115.300
5108,Bridgestone Corp.,"0,0361%",Tires,JP,"1.958.700,56 USD",45.000
TEF,Telefonica SA,"0,0359%",Telecommunications Services,ES,"1.951.200,47 USD",419.451
DTE,DTE Energy Co.,"0,0359%",Conventional Electricity,US,"1.948.032,01 USD",16.717
PINS,Pinterest Inc. Class A,"0,0358%",Consumer Digital Services,US,"1.942.603,29 USD",46.821
ZBH,Zimmer Biomet Holdings Inc.,"0,0356%",Medical Equipment,US,"1.932.562,45 USD",16.783
EQR,Equity Residential,"0,0355%",Residential REITs,US,"1.927.164,05 USD",29.635
,Air Liquide SA,"0,0355%",Specialty Chemicals,FR,"1.926.553,12 USD",9.834
SSE,SSE plc,"0,0354%",Conventional Electricity,GB,"1.923.115,46 USD",86.066
MRK,Merck KGaA,"0,0354%",Pharmaceuticals,DE,"1.921.759,50 USD",10.632
DLTR,Dollar Tree Inc.,"0,0354%",Diversified Retailers,US,"1.920.226,00 USD",16.280
FFH,Fairfax Financial Holdings Ltd.,"0,0353%",Property and Casualty Insurance,CA,"1.915.706,72 USD",1.702
KEYS,Keysight Technologies Inc.,"0,0352%",Electronic Equipment: Gauges and Meters,US,"1.911.439,44 USD",13.803
CCO,Cameco Corp.,"0,0351%",Alternative Fuels,CA,"1.905.965,88 USD",34.353
NVR,NVR Inc.,"0,0351%",Home Construction,US,"1.904.821,04 USD",248
BR,Broadridge Financial Solutions Inc.,"0,0351%",Investment Services,US,"1.904.303,45 USD",9.485
HEXA B,Hexagon AB Class B,"0,0348%",Software,SE,"1.888.600,01 USD",172.420
STT,State Street Corp.,"0,0347%",Asset Managers and Custodians,US,"1.886.575,22 USD",24.958
FNV,Franco-Nevada Corp.,"0,0347%",Gold Mining,CA,"1.885.720,58 USD",15.329
TECK.B,Teck Resources Ltd. Class B,"0,0345%",General Mining,CA,"1.873.255,83 USD",36.021
IRM,Iron Mountain Inc.,"0,0345%",Other Specialty REITs,US,"1.871.281,79 USD",23.191
RJF,Raymond James Financial Inc.,"0,0343%",Investment Services,US,"1.860.644,50 USD",15.158
UMG,Universal Music Group NV,"0,034%",Radio and TV Broadcasters,NL,"1.847.004,43 USD",59.530
ARES,Ares Management Corp. Class A,"0,0339%",Asset Managers and Custodians,US,"1.843.656,01 USD",13.153
