Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
PGB,Portugal Obrigacoes do Tesouro OT,"0,1554%","4.384.932,33 €",4.527.000,"2,88%",20 ott 2034
SPGB,Spain Government Bond,"0,1541%","4.350.482,52 €",4.879.000,"3,45%",30 lug 2066
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1508%","4.254.765,31 €",5.124.000,"2,25%",01 set 2036
RAGB,Republic of Austria Government Bond,"0,1496%","4.222.552,97 €",4.456.000,"0,75%",20 ott 2026
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1494%","4.215.353,12 €",3.877.000,"5,25%",01 nov 2029
NETHER,Netherlands Government Bond,"0,1489%","4.201.327,32 €",4.345.000,"0,25%",15 lug 2025
,Hellenic Republic Government Bond,"0,1487%","4.196.761,90 €",5.000.000,"0,75%",18 giu 2031
NETHER,Netherlands Government Bond,"0,1487%","4.195.655,72 €",5.151.000,"2,00%",15 gen 2054
RAGB,Republic of Austria Government Bond,"0,1472%","4.155.793,47 €",3.800.000,"6,25%",15 lug 2027
RFGB,Finland Government Bond,"0,147%","4.149.996,57 €",4.350.000,"1,38%",15 apr 2027
BGB,Kingdom of Belgium Government Bond,"0,1466%","4.137.943,70 €",4.169.000,"3,45%",22 giu 2043
SPGB,Spain Government Bond,"0,1466%","4.137.543,81 €",3.506.000,"5,75%",30 lug 2032
,Hellenic Republic Government Bond,"0,1448%","4.087.866,96 €",4.000.000,"3,75%",30 gen 2028
,Kingdom of Belgium Government Bond,"0,1445%","4.077.077,74 €",4.180.000,"3,50%",22 giu 2055
NETHER,Netherlands Government Bond,"0,1442%","4.068.620,53 €",3.930.000,"3,25%",15 gen 2044
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1432%","4.042.124,21 €",5.818.000,"0,95%",01 mar 2037
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1426%","4.024.546,20 €",4.000.000,"4,00%",30 apr 2035
BGB,Kingdom of Belgium Government Bond,"0,1422%","4.012.314,69 €",4.994.103,,22 ott 2031
RAGB,Republic of Austria Government Bond,"0,1413%","3.988.850,13 €",4.723.000,,20 feb 2030
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1408%","3.974.026,99 €",4.365.000,"2,50%",01 dic 2032
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,1397%","3.943.556,24 €",3.598.000,"5,63%",04 gen 2028
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,1375%","3.879.580,30 €",3.279.000,"6,25%",04 gen 2030
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1368%","3.861.092,24 €",4.419.000,"3,10%",01 mar 2040
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,1362%","3.843.350,18 €",8.235.000,,15 ago 2052
NETHER,Netherlands Government Bond,"0,1359%","3.835.488,74 €",5.542.000,"0,50%",15 gen 2040
RAGB,Republic of Austria Government Bond,"0,1356%","3.828.060,72 €",5.060.000,"1,85%",23 mag 2049
BGB,Kingdom of Belgium Government Bond,"0,1341%","3.784.963,68 €",4.081.500,"2,75%",22 apr 2039
RFGB,Finland Government Bond,"0,1326%","3.742.570,31 €",4.154.000,"0,50%",15 set 2028
SPGB,Spain Government Bond,"0,1322%","3.730.473,19 €",5.207.000,"0,85%",30 lug 2037
,French Republic Government Bond OAT,"0,1289%","3.636.896,83 €",3.700.000,"2,50%",24 set 2027
RAGB,Republic of Austria Government Bond,"0,1288%","3.635.682,06 €",4.258.000,"0,90%",20 feb 2032
,Hellenic Republic Government Bond,"0,1247%","3.520.042,69 €",3.604.000,"3,38%",15 giu 2034
IRISH,Ireland Government Bond,"0,1204%","3.398.589,73 €",4.194.980,,18 ott 2031
IRISH,Ireland Government Bond,"0,1182%","3.334.875,52 €",3.630.000,"1,10%",15 mag 2029
RAGB,Republic of Austria Government Bond,"0,1171%","3.304.774,45 €",3.383.000,"3,15%",20 giu 2044
BTPS,Italy Buoni Poliennali Del Tesoro,"0,1163%","3.282.254,17 €",4.614.000,"2,45%",01 set 2050
NETHER,Netherlands Government Bond,"0,1156%","3.263.100,51 €",3.000.000,"5,50%",15 gen 2028
SPGB,Spain Government Bond,"0,115%","3.246.729,21 €",2.993.000,"5,15%",31 ott 2028
BGB,Kingdom of Belgium Government Bond,"0,1116%","3.151.102,04 €",4.504.000,"1,60%",22 giu 2047
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,109%","3.077.717,94 €",3.161.800,"1,00%",15 ago 2025
IRISH,Ireland Government Bond,"0,1089%","3.073.968,90 €",3.750.000,"2,00%",18 feb 2045
SPGB,Spain Government Bond,"0,107%","3.020.644,20 €",3.534.000,"1,85%",30 lug 2035
NETHER,Netherlands Government Bond,"0,1066%","3.009.109,51 €",3.568.000,,15 lug 2030
,Kingdom of Belgium Government Bond,"0,1057%","2.983.728,70 €",3.024.000,"2,70%",22 ott 2029
,Bundesschatzanweisungen,"0,1051%","2.967.038,58 €",3.000.000,"2,50%",19 mar 2026
BGB,Kingdom of Belgium Government Bond,"0,1019%","2.876.122,80 €",2.812.000,"4,50%",28 mar 2026
SPGB,Spain Government Bond,"0,1008%","2.846.007,21 €",2.945.000,,31 mag 2025
NETHER,Netherlands Government Bond,"0,0999%","2.820.925,48 €",6.160.110,,15 gen 2052
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0996%","2.810.463,15 €",3.640.000,"2,70%",01 mar 2047
BGB,Kingdom of Belgium Government Bond,"0,0991%","2.797.962,19 €",2.702.500,"3,75%",22 giu 2045
SLOVGB,Slovakia Government Bond,"0,099%","2.795.156,53 €",2.796.000,"3,63%",08 giu 2033
RAGB,Republic of Austria Government Bond,"0,0989%","2.792.491,19 €",2.975.000,"2,40%",23 mag 2034
BGB,Kingdom of Belgium Government Bond,"0,0982%","2.771.078,15 €",4.027.690,"1,70%",22 giu 2050
,Finland Government Bond,"0,0971%","2.741.824,08 €",2.920.000,"2,95%",15 apr 2055
IRISH,Ireland Government Bond,"0,0966%","2.726.014,17 €",2.800.000,"2,40%",15 mag 2030
,Portugal Obrigacoes do Tesouro OT,"0,0962%","2.716.050,98 €",2.775.000,"3,63%",12 giu 2054
SPGB,Spain Government Bond,"0,0954%","2.692.940,12 €",5.042.000,"1,00%",31 ott 2050
IRISH,Ireland Government Bond,"0,095%","2.682.344,05 €",2.757.000,"3,00%",18 ott 2043
PGB,Portugal Obrigacoes do Tesouro OT,"0,0947%","2.673.413,82 €",3.105.000,"0,48%",18 ott 2030
BGB,Kingdom of Belgium Government Bond,"0,0939%","2.649.132,51 €",3.159.024,"1,90%",22 giu 2038
BGB,Kingdom of Belgium Government Bond,"0,0934%","2.634.838,51 €",2.666.000,"3,00%",22 giu 2034
RFGB,Finland Government Bond,"0,0923%","2.604.341,27 €",2.794.000,,15 set 2026
PGB,Portugal Obrigacoes do Tesouro OT,"0,0915%","2.583.262,89 €",2.402.000,"4,10%",15 apr 2037
,Hellenic Republic Government Bond,"0,089%","2.512.495,10 €",2.548.000,"4,13%",15 giu 2054
RAGB,Republic of Austria Government Bond,"0,0886%","2.499.275,98 €",3.494.000,"1,50%",20 feb 2047
BGB,Kingdom of Belgium Government Bond,"0,0874%","2.466.357,02 €",3.430.300,"2,15%",22 giu 2066
RFGB,Finland Government Bond,"0,0872%","2.461.465,14 €",3.026.000,"0,13%",15 set 2031
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0868%","2.450.007,70 €",3.414.000,"2,80%",01 mar 2067
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,0862%","2.432.607,81 €",4.940.000,,15 ago 2050
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0844%","2.383.420,95 €",3.350.000,"1,80%",01 mar 2041
RFGB,Finland Government Bond,"0,084%","2.371.883,44 €",2.752.000,"0,75%",15 apr 2031
NETHER,Netherlands Government Bond,"0,0836%","2.358.708,42 €",2.684.700,"0,25%",15 lug 2029
SPGB,Spain Government Bond,"0,0826%","2.331.770,57 €",2.300.000,"4,65%",30 lug 2025
SLOREP,Slovenia Government Bond,"0,0822%","2.320.311,59 €",2.264.000,"3,63%",11 mar 2033
GGB,Hellenic Republic Government Bond,"0,0818%","2.307.928,82 €",2.195.000,"4,38%",18 lug 2038
PGB,Portugal Obrigacoes do Tesouro OT,"0,0812%","2.291.606,81 €",2.540.906,"1,65%",16 lug 2032
RFGB,Finland Government Bond,"0,0807%","2.278.747,53 €",2.744.000,,15 set 2030
RAGB,Republic of Austria Government Bond,"0,0799%","2.254.204,39 €",3.157.000,"2,10%",20 set 2117
LGB,State of the Grand-Duchy of Luxembourg,"0,0777%","2.192.985,48 €",2.196.000,"3,00%",02 mar 2033
PGB,Portugal Obrigacoes do Tesouro OT,"0,0758%","2.137.980,36 €",2.129.000,"3,50%",18 giu 2038
PGB,Portugal Obrigacoes do Tesouro OT,"0,0745%","2.102.318,74 €",2.000.000,"3,88%",15 feb 2030
SLOVGB,Slovakia Government Bond,"0,074%","2.089.261,53 €",2.160.000,"0,25%",14 mag 2025
,Hellenic Republic Government Bond,"0,0723%","2.039.427,70 €",1.984.000,"4,20%",30 gen 2042
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,0709%","2.001.666,67 €",1.858.000,"4,75%",04 lug 2028
,Italy Buoni Poliennali Del Tesoro,"0,0706%","1.993.196,03 €",2.021.000,"3,45%",15 lug 2031
FRTR,French Republic Government Bond OAT,"0,0706%","1.991.611,37 €",3.421.000,"0,50%",25 giu 2044
RAGB,Republic of Austria Government Bond,"0,0699%","1.971.464,73 €",1.782.000,"3,80%",26 gen 2062
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,0696%","1.965.603,70 €",1.680.000,"5,50%",04 gen 2031
RAGB,Republic of Austria Government Bond,"0,0693%","1.955.019,08 €",2.000.000,"2,00%",15 lug 2026
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0692%","1.952.554,96 €",1.909.000,"4,00%",30 ott 2031
RFGB,Finland Government Bond,"0,0688%","1.940.413,89 €",2.205.000,"0,50%",15 set 2029
SPGB,Spain Government Bond,"0,0686%","1.937.170,75 €",3.011.000,"1,00%",30 lug 2042
PGB,Portugal Obrigacoes do Tesouro OT,"0,0681%","1.923.268,43 €",2.475.130,"0,90%",12 ott 2035
RFGB,Finland Government Bond,"0,0676%","1.907.361,17 €",2.023.000,"2,75%",15 apr 2038
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0673%","1.898.823,04 €",2.000.000,"1,25%",01 dic 2026
IRISH,Ireland Government Bond,"0,0665%","1.877.649,36 €",2.025.000,"0,90%",15 mag 2028
RAGB,Republic of Austria Government Bond,"0,0651%","1.838.626,69 €",1.900.000,"3,15%",20 ott 2053
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,0643%","1.813.864,58 €",1.944.000,"0,25%",15 feb 2027
SLOREP,Slovenia Government Bond,"0,0635%","1.791.933,14 €",1.854.000,"3,00%",10 mar 2034
PGB,Portugal Obrigacoes do Tesouro OT,"0,0628%","1.773.261,00 €",2.146.000,"0,30%",17 ott 2031
RFGB,Finland Government Bond,"0,0605%","1.707.252,80 €",1.720.000,"3,00%",15 set 2033
PGB,Portugal Obrigacoes do Tesouro OT,"0,0584%","1.647.647,78 €",1.785.000,"2,25%",18 apr 2034
BGB,Kingdom of Belgium Government Bond,"0,0578%","1.630.081,20 €",2.584.341,"0,40%",22 giu 2040
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0576%","1.625.771,55 €",1.627.000,"4,00%",01 feb 2037
SPGB,Spain Government Bond,"0,0564%","1.592.350,71 €",3.334.000,"1,45%",31 ott 2071
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0557%","1.571.153,66 €",2.517.000,"1,50%",30 apr 2045
,Republic of Austria Government Bond,"0,0556%","1.569.532,90 €",1.600.000,"2,90%",20 feb 2034
RFGB,Finland Government Bond,"0,0545%","1.538.963,83 €",1.616.000,"0,50%",15 apr 2026
RAGB,Republic of Austria Government Bond,"0,0545%","1.537.071,05 €",1.500.000,"3,45%",20 ott 2030
BGB,Kingdom of Belgium Government Bond,"0,0545%","1.536.988,55 €",1.442.000,"4,00%",28 mar 2032
CYPRUS,Cyprus Government International Bond,"0,0541%","1.525.778,08 €",1.449.000,"4,13%",13 apr 2033
CROATI,Croatia Government International Bond,"0,0537%","1.516.849,01 €",1.472.000,"4,00%",14 giu 2035
SLOVGB,Slovakia Government Bond,"0,053%","1.496.356,49 €",1.638.000,"1,00%",12 giu 2028
SLOREP,Slovenia Government Bond,"0,0527%","1.487.526,51 €",1.565.000,"1,25%",22 mar 2027
,Finland Government Bond,"0,0525%","1.482.661,35 €",1.500.000,"3,00%",15 set 2034
,State of the Grand-Duchy of Luxembourg,"0,0525%","1.481.384,87 €",1.500.000,"2,88%",01 mar 2034
RFGB,Finland Government Bond,"0,0523%","1.474.978,18 €",2.368.000,"0,25%",15 set 2040
PGB,Portugal Obrigacoes do Tesouro OT,"0,0517%","1.460.019,18 €",2.690.000,"1,00%",12 apr 2052
IRISH,Ireland Government Bond,"0,0516%","1.456.709,63 €",1.794.000,"0,35%",18 ott 2032
IRISH,Ireland Government Bond,"0,0508%","1.434.492,18 €",2.055.516,"1,50%",15 mag 2050
RFGB,Finland Government Bond,"0,0508%","1.432.550,50 €",1.553.000,"0,50%",15 set 2027
RAGB,Republic of Austria Government Bond,"0,0507%","1.431.801,60 €",3.358.000,"0,70%",20 apr 2071
,Hellenic Republic Government Bond,"0,0503%","1.419.066,16 €",1.700.000,"1,88%",04 feb 2035
BGB,Kingdom of Belgium Government Bond,"0,0498%","1.405.874,38 €",1.746.000,"1,45%",22 giu 2037
RAGB,Republic of Austria Government Bond,"0,0491%","1.385.095,33 €",1.977.000,"0,25%",20 ott 2036
RFGB,Finland Government Bond,"0,0485%","1.368.145,96 €",1.542.000,"1,50%",15 set 2032
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0485%","1.367.708,50 €",2.290.000,"2,15%",01 mar 2072
FRTR,French Republic Government Bond OAT,"0,0482%","1.361.072,46 €",3.718.000,"0,50%",25 mag 2072
IRISH,Ireland Government Bond,"0,0482%","1.360.659,09 €",1.600.000,"1,70%",15 mag 2037
LITHUN,Lithuania Government International Bond,"0,0481%","1.356.522,98 €",1.507.000,"2,13%",01 giu 2032
OBL,Bundesobligation,"0,0476%","1.343.760,06 €",1.402.000,,10 ott 2025
LATVIA,Latvia Government International Bond,"0,0459%","1.296.132,21 €",1.500.000,,24 gen 2029
CROATI,Croatia Government International Bond,"0,0459%","1.296.118,49 €",1.458.000,"1,50%",17 giu 2031
RAGB,Republic of Austria Government Bond,"0,0457%","1.289.891,01 €",2.190.000,,20 ott 2040
SLOVGB,Slovakia Government Bond,"0,0453%","1.279.108,24 €",1.280.000,"4,00%",23 feb 2043
RFGB,Finland Government Bond,"0,045%","1.270.096,40 €",1.309.000,"0,88%",15 set 2025
LITHUN,Lithuania Government International Bond,"0,0442%","1.247.466,92 €",1.229.000,"3,88%",14 giu 2033
RFGB,Finland Government Bond,"0,0441%","1.245.530,10 €",1.494.000,"1,13%",15 apr 2034
RFGB,Finland Government Bond,"0,0428%","1.207.306,63 €",1.725.000,"0,13%",15 apr 2036
OBL,Bundesobligation,"0,0423%","1.192.479,90 €",1.250.000,"1,30%",15 ott 2027
RAGB,Republic of Austria Government Bond,"0,042%","1.186.425,74 €",1.190.000,"2,90%",23 mag 2029
SLOVGB,Slovakia Government Bond,"0,0415%","1.170.495,63 €",1.179.712,"3,75%",23 feb 2035
BGB,Kingdom of Belgium Government Bond,"0,0411%","1.159.496,54 €",2.905.380,"0,65%",22 giu 2071
RAGB,Republic of Austria Government Bond,"0,0403%","1.138.389,85 €",2.039.000,"0,75%",20 mar 2051
BGB,Kingdom of Belgium Government Bond,"0,0399%","1.126.816,54 €",1.307.000,"1,25%",22 apr 2033
RFGB,Finland Government Bond,"0,0398%","1.121.998,91 €",1.600.000,"1,38%",15 apr 2047
SLOVGB,Slovakia Government Bond,"0,0396%","1.116.811,88 €",1.298.000,"0,75%",09 apr 2030
IRISH,Ireland Government Bond,"0,0396%","1.116.754,04 €",1.162.000,"1,00%",15 mag 2026
IRISH,Ireland Government Bond,"0,039%","1.101.589,94 €",1.262.000,"1,30%",15 mag 2033
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0378%","1.065.525,60 €",1.634.000,"2,15%",01 set 2052
RFGB,Finland Government Bond,"0,0376%","1.061.137,66 €",1.730.000,"0,50%",15 apr 2043
RFGB,Finland Government Bond,"0,0369%","1.042.303,61 €",1.144.000,"2,63%",04 lug 2042
,Latvia Government International Bond,"0,0365%","1.031.291,58 €",1.000.000,"3,88%",12 lug 2033
,Bundesobligation,"0,0362%","1.022.243,99 €",1.050.000,"2,10%",12 apr 2029
SLOREP,Slovenia Government Bond,"0,0362%","1.021.322,79 €",1.093.000,"2,25%",03 mar 2032
GGB,Hellenic Republic Government Bond,"0,0361%","1.017.764,90 €",1.000.000,"4,00%",30 gen 2037
BGB,Kingdom of Belgium Government Bond,"0,036%","1.017.030,57 €",1.660.000,"1,40%",22 giu 2053
IRISH,Ireland Government Bond,"0,0359%","1.014.569,30 €",1.339.000,"0,40%",15 mag 2035
SLOREP,Slovenia Government Bond,"0,0359%","1.012.723,99 €",1.218.000,"1,50%",25 mar 2035
CROATI,Croatia Government International Bond,"0,0348%","982.252,37 €",1.000.000,"2,70%",15 giu 2028
PGB,Portugal Obrigacoes do Tesouro OT,"0,0348%","980.971,72 €",1.427.369,"1,15%",11 apr 2042
,Hellenic Republic Government Bond,"0,0346%","976.953,14 €",1.492.000,"1,88%",24 gen 2052
,Bundesrepublik Deutschland Bundesanleihe,"0,0343%","969.335,17 €",1.000.000,"2,60%",15 mag 2041
SLOREP,Slovenia Government Bond,"0,0336%","947.553,41 €",1.000.000,,13 feb 2026
SLOREP,Slovenia Government Bond,"0,0335%","945.496,71 €",1.029.000,"1,19%",14 mar 2029
BGB,Kingdom of Belgium Government Bond,"0,0331%","935.411,54 €",1.252.500,"2,25%",22 giu 2057
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0324%","913.614,47 €",1.530.000,"1,70%",01 set 2051
,Hellenic Republic Government Bond,"0,0293%","827.692,54 €",917.000,"1,50%",18 giu 2030
SLOVGB,Slovakia Government Bond,"0,0291%","821.818,90 €",800.000,"4,00%",19 ott 2032
CROATI,Croatia Government International Bond,"0,0281%","794.275,61 €",800.000,"3,00%",20 mar 2027
PGB,Portugal Obrigacoes do Tesouro OT,"0,028%","791.520,34 €",742.200,"4,10%",15 feb 2045
LGB,State of the Grand-Duchy of Luxembourg,"0,0278%","783.444,22 €",1.000.000,,14 set 2032
,Croatia Government International Bond,"0,0277%","782.470,05 €",800.000,"3,38%",12 mar 2034
LATVIA,Latvia Government International Bond,"0,0274%","773.862,74 €",766.000,"3,88%",25 mar 2027
SLOVGB,Slovakia Government Bond,"0,0267%","752.403,48 €",740.000,"3,63%",16 gen 2029
,Republic of Austria Government Bond,"0,0263%","742.364,05 €",750.000,"3,20%",15 lug 2039
LGB,State of the Grand-Duchy of Luxembourg,"0,0259%","731.849,44 €",732.000,"3,25%",02 mar 2043
,Estonia Government International Bond,"0,0259%","731.687,31 €",750.000,"3,25%",17 gen 2034
SLOREP,Slovenia Government Bond,"0,0254%","717.900,62 €",915.000,"1,75%",03 nov 2040
BTPS,Italy Buoni Poliennali Del Tesoro,"0,0238%","671.512,82 €",769.000,"2,95%",01 set 2038
LATVIA,Latvia Government International Bond,"0,0224%","632.366,17 €",799.000,,17 mar 2031
DBR,Bundesrepublik Deutschland Bundesanleihe,"0,0222%","627.947,18 €",776.514,"1,80%",15 ago 2053
NETHER,Netherlands Government Bond,"0,0216%","609.207,74 €",626.000,"2,50%",15 gen 2033
SLOVGB,Slovakia Government Bond,"0,0215%","605.747,13 €",640.000,"0,63%",22 mag 2026
CROATI,Croatia Government International Bond,"0,021%","592.869,34 €",800.000,"1,75%",04 mar 2041
IRISH,Ireland Government Bond,"0,0206%","582.520,91 €","884.917,55","0,55%",22 apr 2041
SLOVGB,Slovakia Government Bond,"0,0188%","529.933,90 €",1.000.000,"1,00%",13 ott 2051
,Slovakia Government Bond,"0,0186%","524.223,08 €",780.366,"0,38%",21 apr 2036
SLOVGB,Slovakia Government Bond,"0,0183%","517.143,41 €",600.000,"1,00%",09 ott 2030
LITHUN,Lithuania Government International Bond,"0,0181%","511.692,13 €",500.000,"4,13%",25 apr 2028
RFGB,Finland Government Bond,"0,0181%","511.545,31 €",1.150.000,"0,13%",15 apr 2052
SLOREP,Slovenia Government Bond,"0,0174%","491.554,80 €",573.000,"0,28%",14 gen 2030
,Lithuania Government International Bond,"0,0174%","491.034,98 €",500.000,"3,50%",13 feb 2034
RFGB,Finland Government Bond,"0,0173%","487.745,34 €",492.000,"2,75%",04 lug 2028
ESTONI,Estonia Government International Bond,"0,0172%","484.369,02 €",467.000,"4,00%",12 ott 2032
SLOVGB,Slovakia Government Bond,"0,0166%","469.430,59 €",675.000,"2,00%",17 ott 2047
CROATI,Croatia Government International Bond,"0,0147%","414.991,97 €",500.000,"1,13%",04 mar 2033
SPGB,Spain Government Bond,"0,014%","393.730,79 €",400.000,"2,15%",31 ott 2025
LITHUN,Lithuania Government International Bond,"0,0134%","379.070,57 €",440.000,"0,50%",19 giu 2029
SLOVGB,Slovakia Government Bond,"0,0128%","362.373,98 €",400.000,"0,13%",17 giu 2027
LGB,State of the Grand-Duchy of Luxembourg,"0,0127%","358.719,85 €",384.000,"0,63%",01 feb 2027
RFGB,Finland Government Bond,"0,0124%","349.187,50 €",347.000,"4,00%",04 lug 2025
SLOVGB,Slovakia Government Bond,"0,0118%","332.627,90 €",504.000,"2,25%",12 giu 2068
,Slovenia Government Bond,"0,0118%","332.444,24 €",410.000,,12 feb 2031
SLOREP,Slovenia Government Bond,"0,0099%","279.451,24 €",300.000,"3,13%",07 ago 2045
SLOVGB,Slovakia Government Bond,"0,0094%","266.193,53 €",300.000,"1,63%",21 gen 2031
RAGB,Republic of Austria Government Bond,"0,0092%","258.977,61 €",606.000,"0,85%",30 giu 2120
SLOREP,Slovenia Government Bond,"0,0076%","213.323,16 €",230.000,"1,00%",06 mar 2028
SLOREP,Slovenia Government Bond,"0,0073%","206.219,75 €",430.000,"0,49%",20 ott 2050
LITHUN,Lithuania Government International Bond,"0,0067%","188.545,29 €",203.000,"0,95%",26 mag 2027
LITHUN,Lithuania Government International Bond,"0,0053%","149.411,10 €",300.000,"0,50%",28 lug 2050
LITHUN,Lithuania Government International Bond,"0,0041%","116.331,25 €",120.000,"1,25%",22 ott 2025
LGB,State of the Grand-Duchy of Luxembourg,"0,0037%","105.534,60 €",129.000,,24 mar 2031
,Latvia Government International Bond,"0,0034%","97.055,05 €",100.000,"1,38%",23 set 2025
LATVIA,Latvia Government International Bond,"0,0033%","92.933,16 €",100.000,"0,38%",07 ott 2026
LITHUN,Lithuania Government International Bond,"0,0031%","87.491,86 €",170.000,"0,75%",15 lug 2051
,Latvia Government International Bond,"0,0028%","77.639,90 €",100.000,"1,38%",16 mag 2036
,Latvia Government International Bond,"0,0025%","69.657,44 €",100.000,"1,88%",19 feb 2049
SLOVGB,Slovakia Government Bond,"0,0016%","43.941,15 €",53.166,"1,00%",14 mag 2032
SLOREP,Slovenia Government Bond,"0,0014%","40.144,16 €",100.000,"0,69%",03 mar 2081
LITHUN,Lithuania Government International Bond,"0,0007%","19.734,34 €",30.000,"1,63%",19 giu 2049
